finding_id,module,recon_semantic_detail_finding,module_authority_artifact,step03_relationship_id,core_artifact_id,core_artifact,core_section_heading,authority_owner,authority_source_artifact,authority_basis,authority_scope,core_evidence_line,core_evidence_excerpt,dependency,proposed_synchronization_action,classification,linkage_status,candidate_count,linkage_basis,historical_core_artifact_id,historical_core_section_heading
M12-CI-010,M12,Runtime status,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.md,SR-0128,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL controlled Organization authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M10/M11/M14,Track runtime verification downstream; no runtime PASS.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M13-CI-001,M13,Provider Catalogue mutation authority is Superadmin-only,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.md,SR-0129,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL controlled AI Provider Catalogue/BYOK authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M10/M09,Send historical Core wording conflict to STEP05.,RECONCILE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M13-CI-002,M13,BYOK ownership is Agent/User OWN,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.md,SR-0129,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL controlled AI Provider Catalogue/BYOK authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M10/M09,Reconcile broader historical Core wording to final M13 ownership.,RECONCILE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M13-CI-003,M13,M10 authorization boundary,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.md,SR-0129,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL controlled AI Provider Catalogue/BYOK authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M10/M09,Preserve M10 authority.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M13-CI-004,M13,Physical/runtime implementation,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.md,SR-0129,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL controlled AI Provider Catalogue/BYOK authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M10/M09,Track downstream implementation; no runtime proof.,CONTROLLED,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-001,M14,M14 commercial authority,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Preserve M14 commercial authority.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-002,M14,Payment belongs to M14,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Preserve Payment Core boundary.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-003,M14,Entitlement ≠ RBAC,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Preserve separation.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-004,M14,Quota is commercial capacity,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Preserve commercial quota meaning.,PRESERVE,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-005,M14,Eight approved commercial surfaces,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize explicit surface inventory.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-006,M14,Subscription lifecycle,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize lifecycle/temporal invariants.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-007,M14,Add-on lifecycle/validity,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize validity/capacity/promotion semantics.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-008,M14,Promotion lifecycle,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize lifecycle/history.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-009,M14,Immutable purchase snapshot,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize purchase snapshot invariant.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-010,M14,Order confirmation invariant,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize confirmed_at rule.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-011,M14,Trusted payment verification,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize callback-as-evidence rule.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-012,M14,Idempotent fulfillment,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize duplicate-outcome prevention.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-013,M14,Entitlement lifecycle,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize target/lifecycle/temporal semantics.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-014,M14,Quota Capacity,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize quantity/validity/invariants.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-015,M14,Operational Pool,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize beneficiary/context/lifecycle.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
M14-CI-016,M14,Allocation,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,SR-0130,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,Core PRD is current product requirement contract,FULL current synchronized Commercial/Payment/Entitlement/Quota/Promotion/Reconciliation authority,1.0,STEP AKTIF = W4-02A.6.11 — PRD CURRENT PRODUCT REQUIREMENTS,M03/M04/M06/M10/M11/M15,Synchronize lifecycle/quantity semantics.,AUGMENT,DETERMINISTIC_CROSSWALK_VALIDATED,1,Exact deterministic join on module + prior candidate Core artifact + prior Core section. Current Core/evidence/authority/dependency fields are sourced from the matched STEP03 v1.2 relationship. STEP04 v1.0 is provenance only; no keyword/layer fallback.,CAM11-0014,NO_HEADING_DETECTED
