source_relative_path,extension,bytes,sha256,text_lines
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/02_STEP07_v1.1_STEP_SYNC_CORE_RAR_MEMBER_INVENTORY.csv,csv,512,1142d2c3d29fc6bd2bf2273d972f00a49894174c8c8be89914a8643637e2c2d3,7
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/13_STEP07_v1.1_CORRECTION_AND_HARDENING_REGISTER.csv,csv,1188,014ace69337e7430b11b88490e150bf121729a413d1e6670e560c68407dff7f5,11
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/16_STEP07_v1.1_AUTHORITY_GRAPH_PRESERVED.json,json,11630,00893c840e08dec1f52e7473af6f1959d94ec52069a5498d9786131c101e4347,463
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/03_STEP07_v1.1_RECURSIVE_SOURCE_ARTIFACT_INVENTORY_2374.csv,csv,736030,1e85da2725cd6d5142239071936c4d4d4a626b8a5403a567683ed72f5182c066,2489
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/14_STEP07_PROVENANCE_REGISTER_223_v1.0.csv,csv,129107,2a7e7ec1b18702ac77a4a971bfbc25bbed038e2d662bcf23f944b88ce7e73383,224
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/12_STEP07_SEMANTIC_AUTHORITY_CYCLE_AUDIT_v1.0.csv,csv,626,c8024bfc2b51107ea1768f670c626f80a484270983defea03a7bb92b258f47c0,16
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/09_STEP07_FINDING_LEVEL_AUTHORITY_RECONCILIATION_223_v1.0.csv,csv,88978,03e9dc09ce7105b6487f03eea675c7cd497d73e6b728933fac30cd2fda3d1411,224
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/01_STEP07_INPUT_DEEP_SCAN_MANIFEST_v1.0.csv,csv,1360,06c08374e3cbe764cb6e327f86b9fca7c5a2f19385aea5c0a28d8a1e91760eb0,9
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/11_STEP07_CORE_AUTHORITY_RECONCILIATION_76_v1.0.csv,csv,52088,72fd74b931afcdccf94058151f532dc98dc75646c2070f6eed8a4b5b3aef85a6,77
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/04_STEP07_CORE_BASELINE_IDENTITY_COMPARE_v1.0.csv,csv,483,224324a035454685d6d7626565e69c956c2067980c9e810252cedd5d24dc726d,2
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/16_STEP07_FINAL_GATE_CHECKLIST_v1.0.csv,csv,1649,0d8b776af69bd28839cc5a4c1523de065629aef87813873f356d92a635583990,18
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/18_STEP07_OUTPUT_MANIFEST_SHA256_v1.0.csv,csv,2332,252a37d4338b69855a20e106e56652bb738d5e0c8fdafe4a7dd9eefa52ba3069,20
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/07_STEP07_SEMANTIC_AUTHORITY_BOUNDARY_MATRIX_15_MODULES_v1.0.csv,csv,2253,b888e1c0fb56c7a8c83f5b49e673215afc5a68bbdf12717f36288b58b5e12441,16
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/README_STEP07_FULL_VERSION_v1.0.md,md,1240,3885badbf888cb67bc0528a1f477f7b40fbdaca5f283ec6b46c140438bdf2c8d,38
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/17_STEP07_AUTHORITY_GRAPH_v1.0.json,json,11630,00893c840e08dec1f52e7473af6f1959d94ec52069a5498d9786131c101e4347,463
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/15_STEP07_DEEP_SCAN_COVERAGE_SUMMARY_v1.0.csv,csv,84,316eb1c3631e744f4a8feb60b92bc86b2d0f138e034f07d2b514e87841aa4594,10
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/06_STEP07_DEPENDENCY_MATRIX_73_NON_AUTHORITY_EDGES_v1.0.csv,csv,19144,0819c4d91244c1222f64a0009ba16322278f77cd13488db11c2e1efc0061f963,74
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/00_STEP07_FULL_REPORT_v1.0.md,md,10364,d426b2850df0cef15d6d9a75612b26d3db5e0c7562a8c6f2e3c6717febbc20a5,221
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/08_STEP07_CROSS_MODULE_AUTHORITY_RELATIONSHIP_REGISTER_43_v1.0.csv,csv,4928,86e74d336017578149dffab90ccf8f06445cc28f468ab7f7610e98c25d7de487,47
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/10_STEP07_CROSS_MODULE_COLLISION_AND_BOUNDARY_REGISTER_15_v1.0.csv,csv,3314,929e2b4f81ca452ba7923251a8826816400ae487ab61ecada2f0ab9941d3e23f,16
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/13_STEP07_AUTHORITY_PRESERVATION_AND_NO_TAKEOVER_AUDIT_15_v1.0.csv,csv,2381,007364bb011c6e4ee5a63b342e0fcf1d04557c8b9d08dee7e63fb9cf06680319,16
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/05_STEP07_CURRENT_M01-M15_AUTHORITY_REGISTER_15_v1.0.csv,csv,4086,ded1b6093590cdbf85ef85e6265dec40e8f78dda6ac1fbe8b8e90e2f6c6e4b1f,16
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/02_STEP07_UPSTREAM_PACKAGE_IDENTITY_v1.0.csv,csv,852,fbf9c01953ace9a15c05450028c58c9adf17761d8f515a0ed9f556528d274a79,7
STEP SYNC CORE/RUMAHAGEN_STEP07-A_DOCUMENT_COVERAGE_AND_DEPENDENCY_SYNCHRONIZATION_MATRIX_FULL_v1.1__EXTRACTED/00_PREVIOUS_STEP07-A_v1.0/00_INPUT_STEP07_v1.1__EXTRACTED/00_PREVIOUS_STEP07_v1.0/03_STEP07_STEP_SYNC_CORE_CURRENT_EMBEDDED_INVENTORY_v1.0.csv,csv,1054,ba6e07fe559286951f86a2639bfcff5c4c0c803432ccecb264c6b970958d9d00,7
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/12_OUTPUT_MANIFEST_SHA256_v1.1.csv,csv,1283,555cb01cd24db669cc0eb0f85e1a6a4c70d9b65049e9a15dd973751edaca0f52,13
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/11_GATE_CHECKLIST.csv,csv,1228,b491038b3fd8332bfee9d52f244a3125e3002ed28a1e9de2412be2dda5db4799,14
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/06_ACTOR_OWNERSHIP_AUTHORITY.csv,csv,1890,03fec6f9705fe440b67e2a437cb329e7d4089f870033925872669ba9fab2440b,16
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/05_LIFECYCLE_RULE_MATRIX.csv,csv,1511,2ecd189e9351d0f24972733b4d39770055bcea88f11b9b0c6022c5ca01e8366b,10
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/RUMAHAGEN_BUSINESS_RULES_BASELINE_CONSOLIDATED_STEP08_v1.1.md,md,110829,a499082839f3343a8fa99744f66dfa49abfe43cb512d99e280078bfea07011fd,2735
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/08_CONFLICT_APPLICATION.csv,csv,7495,356ab6be6d4d1e5634b9d3551cba7579275c1c3b03225588a55f694a1704ce2a,8
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/07_CONFIGURABLE_PARAMETER_REGISTER.csv,csv,959,6c598c255552e7985f6fe48009cb0dd7743b159ca044313dadce6385bfc9d236,10
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/02_RULE_PROVENANCE_REGISTER.csv,csv,268039,9c1796f1bd6fca9d6b99d2ff5cfdf783752bddf73475c1d3ffcb604845ac824b,238
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/03_RULE_SOURCE_MAPPING.csv,csv,238469,a5a092e5f8b9b99e911523eab6f408b71e8dbd789a801286e5f72c1190170ee1,238
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/09_CORE_PRESERVATION_AUDIT.csv,csv,408,34da1892ac0aec411fd2f610f3b2b856d22a0f4706104fae4fa188b4369dd3d3,6
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/00_COMPLETENESS_DEEP_SCAN_AUDIT_v1.1.md,md,2724,b271a506c690c18e97ba154a05be91d2c8e0e15114344a351b6a96deb35c7acb,61
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/04_RULE_DELTA_REGISTER.csv,csv,24737,ed2c3cc5c10088bca129a1ac59130195d7cc35b1359596d3a941fe3aac5b6f1f,74
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/10_DUPLICATE_CONSOLIDATION_AUDIT.csv,csv,31163,75a846d7691dfa7b4cfa32bfc6edc6c4eeef8be6c186863ca2881525545602cd,238
STEP SYNC CORE/RUMAHAGEN_STEP08_BUSINESS_RULES_BASELINE_CONSOLIDATED_FULL_v1.1_CORRECTED__EXTRACTED/README_STEP08_BR_BASELINE_CONSOLIDATED_v1.1.md,md,1179,af3d1171790104849bae4aad5d04968cd9d7f70d09ce0ec654ceef7e10c4d4ff,26
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/README_STEP06_FULL_VERSION_v1.1.md,md,876,efc3fdb4a6082f5e3ef81f8b6e6f768c0ef40a003f76505b1220be87d867c0e4,26
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/15_PRE00_GATE_RECURSIVE_INVENTORY_v1.1.csv,csv,2468,e77a1d0db52917e98b4bfc17d9ef665069648b1049aa0a02e273551a5a5c23d4,19
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/00_M01-M15_CURRENT_AUTHORITY_DEEP_SCAN_MANIFEST_v1.1.csv,csv,7167,1a9393e6e27bba3482734bd235252f03115d2d280d2b2e8734b651dbdd92a7de,16
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/INPUT_GOVERNANCE_v1.3_LOCKED.docx,docx,52353,f8e79957ac273d55ae7a6ac439e23b9afb01fffd6c8f05db70c47308f7c53efb,704
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/16_STEP_SYNC_CORE_RAR_EMBEDDED_PACKAGE_INVENTORY_v1.1.csv,csv,1206,043b071e2823329a0cc722302fd29de26e1745a3959c2d0a7a623bbb77633d5b,6
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/03_STEP06_CORE_DETAIL_PRESERVATION_AUDIT_RECURSIVE_76_v1.1.csv,csv,28492,5cfe4fa51ef4782b1e77044b6dadf2afe273517e95c30f6e6fc1f8c34c452737,77
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/09_STEP06_RECONCILE_APPLICATION_REGISTER_ENHANCED_7_v1.1.csv,csv,7088,3d7aa6eefe09bc712ad70812d5dece20964abedd2b770994474e57fd270347d9,8
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/08_STEP06_ADDITIVE_SEMANTIC_MERGE_REGISTER_FULL_223_v1.1.csv,csv,269163,905a71aca71b3c8d57b13bffa4ec3aa7bd7604060ef98424861bde9211be3135,224
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/17_STEP06_EXECUTION_CHECKLIST_FULL_v1.1.md,md,2168,74d52cc61d37c7cc95c103cb4cca1999a695cc17b50b029fb93caa6330210599,52
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/00_STEP06_FULL_REPORT_v1.1.md,md,6680,0b3337b4b22d7d7163ff6a933c4e204075851bd7c28253176d8a28f4cb5acb22,110
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/01_STEP06_INPUT_DEEP_SCAN_MANIFEST_v1.1.csv,csv,1091,3ee08c08d66f733efb5f3a1fa6f280a9507e25c5dbde1c82bfc85dd89d8edb78,7
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/02_M01-M15_RECON_RECURSIVE_DEEP_SCAN_INVENTORY_v1.1.csv,csv,596606,705c16a17962bb65f797f91d1238912a6669926f7dbeb250e279ecc79fe46de3,2375
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/13_STEP06_CLOSURE_AND_GATE_AUDIT_v1.1.csv,csv,586,efd84d445a4cfd7045e4a3ccfd1dc7e5f13ede4b038fae7ff335f2eaf6068890,2
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/11_STEP06_AUTHORITY_PRESERVATION_AUDIT_v1.1.csv,csv,5859,867712f789a54cd989e06508b8487824c184936529d82bf84f6dc9ae79abe802,16
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/14_STEP06_SEMANTIC_MERGE_CANDIDATE_FULL_v1.1.md,md,30312,d6968aeaf9fae302f37b5c2cccec44bbe3f8466b5af75e452d39d46d74e6c90c,435
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/12_STEP06_PROVENANCE_COMPLETENESS_REGISTER_FULL_223_v1.1.csv,csv,209259,8c9eb5abe95763e99e272e10c812e53e4b53751d6f69fc24a33b2c0ddcafa732,224
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/06_STEP06_RULE_DELTA_UPDATE_AUDIT_FULL_73_v1.1.csv,csv,24737,ed2c3cc5c10088bca129a1ac59130195d7cc35b1359596d3a941fe3aac5b6f1f,74
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/18_STEP06_DEPENDENCY_HANDOFF_v1.1.md,md,1424,29bb6de6cdb0785366e856ff2569a2629411c7e243cbb1f584e6ad88005a1478,31
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/19_STEP06_OUTPUT_MANIFEST_SHA256_v1.1.csv,csv,2805,9616595936bdf8c6508d77cbcdc61e9abb6f9a30c83bdc38b5b794e769a68c9e,24
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/07_STEP06_DUPLICATE_SEMANTIC_CONSOLIDATION_AUDIT_FULL_223_v1.1.csv,csv,89339,d3d8f15cd47e90f93c647d417c077240d75b3aabd355b7420ccbaa5a616f8798,224
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/10_STEP06_NO_REPLACEMENT_DELETION_CONTENT_AUDIT_FULL_76_v1.1.csv,csv,25777,dad22bac641a18359a7e4a97d3076b8c83ae45e025cdcab2a399e57d2e030d39,77
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/04_STEP06_GRANULAR_SEMANTIC_DIFF_CORE_VS_M01-M15_FULL_223_v1.1.csv,csv,534139,691ba4b4059a0559dcc91fa8147256fd40231e8c078b7dd47fd6542f0dc7d352,224
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/05_STEP06_LIFECYCLE_PRESERVATION_MATRIX_23_TARGETS_v1.1.csv,csv,61967,c68c8d10a8f0db8fb6784a8ef451cd7f3b709f2e7d4d049e70d4b7a8d3ae4ee1,22
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/HISTORICAL_STEP06_v1.0.zip,zip,54130,92ff14839e9a9d52f3d7f97f65d4f8fe944120326fb838ae2637ad700e68b353,
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/HISTORICAL_STEP06_v1.0__EXTRACTED/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/08_STEP06_PROVENANCE_REGISTER_FULL_v1.0.csv,csv,175197,9ca4d557769f0b9298962d7f4811b5960c4b5ff13d23925e852a3fd92126259e,224
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/HISTORICAL_STEP06_v1.0__EXTRACTED/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/06_STEP06_AUTHORITY_PRESERVATION_AUDIT_v1.0.csv,csv,5405,1b7d6126a1bb5e6257b2042211f54b172080ce2b230402defc1e6c3caa58ceeb,16
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/HISTORICAL_STEP06_v1.0__EXTRACTED/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/12_STEP06_OUTPUT_MANIFEST_SHA256_v1.0.csv,csv,1552,d18630df9bed018f4f7d8ae315081754345e2e3a88994611f5c49232ce45af39,14
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/HISTORICAL_STEP06_v1.0__EXTRACTED/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/README_STEP06_FULL_VERSION_v1.0.md,md,1421,6df285f25e934da3064464359ae5ea39b591f581a973286737888de6dfb72386,27
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/HISTORICAL_STEP06_v1.0__EXTRACTED/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/05_STEP06_RECONCILE_APPLICATION_REGISTER_FULL_v1.0.csv,csv,5924,96893717b916478768ae84d0b584d9aefe0a8871557a8414b64cadb5eef5d6a7,8
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/HISTORICAL_STEP06_v1.0__EXTRACTED/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/01_STEP06_INPUT_DEEP_SCAN_MANIFEST_v1.0.csv,csv,1828,f5ee3a3a22b8fdebd1a0d4a02a64f32ba13ab55f5c6cb81807baaba299d4eb97,10
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/HISTORICAL_STEP06_v1.0__EXTRACTED/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/10_STEP06_DEPENDENCY_HANDOFF_v1.0.md,md,940,4201dec42e5790a90774045afe672aa1e7ae68fe531c1accda90e1219103b16a,31
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/HISTORICAL_STEP06_v1.0__EXTRACTED/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/11_STEP06_EXECUTION_CHECKLIST_v1.0.md,md,1203,9d79af3bf800012cf1aa321becb81576422b8b5ae99c7a0653c95b05d03d69d3,27
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/HISTORICAL_STEP06_v1.0__EXTRACTED/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/00_STEP06_FULL_REPORT_v1.0.md,md,3845,a22fbf6c76ed62c4591ce1372fde5222c6d9d2e6efaac9510e658d81d496a4f3,65
STEP SYNC CORE/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.1__EXTRACTED/HISTORICAL_STEP06_v1.0__EXTRACTED/RUMAHAGEN_STEP06_ADDitive_SEMANTIC_MERGE_FULL_v1.0/02_STEP06_ADDITIVE_SEMANTIC_MERGE_REGISTER_FULL_v1.0.csv,csv,207816,d8de5eea85700708decd24db2c622a640257e36b0f7b1da2f4ed98a3cc267305,224
