finding_id,module,classification,core_artifact_id,core_path,semantic_delta_or_resolution,successor_semantic_presence,successor_propagation_status,provenance_complete,physical_runtime_status,authority_revalidation,core_treatment,cross_document_scope
M12-CI-003,M12,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Organization Public Content ownership clarification,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M12-CI-004,M12,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,ORG-ADMIN action/permission boundary,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M12-CI-005,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,M12 → M03 organization-context dependency,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M12-CI-006,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,M12 → M10 authorization dependency,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M12-CI-007,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,M12 → M11 discovery dependency,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M12-CI-008,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,M12 → M14 commercial-context dependency,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M12-CI-009,M12,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Physical implementation status,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M12-CI-010,M12,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Runtime status,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M13-CI-001,M13,RECONCILE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Provider Catalogue mutation = SUPERADMIN ONLY. Admin/Manager do not mutate catalogue. Agent cannot register arbitrary provider endpoint outside approved catalogue.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M13-CI-002,M13,RECONCILE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Agent/User owns own BYOK connection and may create/view/save/update/configure/rotate/replace/test/enable/disable/disconnect/delete/reconnect own connection without Admin/Manager approval; no sharing/delegation/transfer.,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M13-CI-003,M13,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,M10 authorization boundary,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M13-CI-004,M13,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Physical/runtime implementation,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-001,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,M14 commercial authority,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-002,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Payment belongs to M14,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-003,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Entitlement ≠ RBAC,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-004,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Quota is commercial capacity,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-005,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Eight approved commercial surfaces,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-006,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Subscription lifecycle,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-007,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Add-on lifecycle/validity,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-008,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Promotion lifecycle,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-009,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Immutable purchase snapshot,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-010,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Order confirmation invariant,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-011,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Trusted payment verification,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-012,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Idempotent fulfillment,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-013,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Entitlement lifecycle,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-014,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Quota Capacity,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-015,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Operational Pool,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-016,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Allocation,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-017,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Usage,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-018,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Refund / chargeback,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-019,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Reconciliation,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M14-CI-020,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Refresh Allowance,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-01,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,M15 authority,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-02,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Title/Award distinction,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-03,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Qualification/evidence,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-04,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Partner Learning,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-05,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Developer Learning,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-06,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Lifecycle,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-07,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Actor/Role,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-08,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Permission,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-09,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Ownership/Scope,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-10,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Visibility/Presentation,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-11,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Approval,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-12,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,API,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-13,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,ERD,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-14,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Schema,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-15,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,RBAC/RLS,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-16,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Functional,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-17,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Technical,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-18,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,UI/UX,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-19,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Dependencies,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_AND_INCORPORATED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-20,M15,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Physical implementation,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-21,M15,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Runtime,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
M15-IA-22,M15,NO-PROPAGATION,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Production,EXPLICIT_INTEGRATED_CANDIDATE,TRACEABLE_CONTROLLED,PASS,EVIDENCE-GATED / NOT VERIFIED unless explicit evidence exists; no invented runtime proof.,PASS,FROZEN CORE RETAINED; SUCCESSOR PROPAGATION,STEP14 REVALIDATED
