provenance_id,finding_id,module,step04_classification,core_artifact_id,core_artifact,core_section_heading,authority_owner,authority_source_artifact,merge_decision,semantic_delta_or_resolution,decision_basis,module_authority_artifact,dependency,source_chain,absorbed_or_retained,core_baseline_sha256,mxx_authority_source,step04_classification_locked,step05_resolution_required,merge_action_granular,duplicate_provenance_consolidated,core_detail_preserved,provenance_completeness_v1_1
STEP06-P-174,M12-CI-007,M12,PRESERVE,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,M12 → M11 discovery dependency,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.md,M03/M10/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-175,M12-CI-008,M12,PRESERVE,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,M12 → M14 commercial-context dependency,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.md,M03/M10/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-176,M12-CI-009,M12,CONTROLLED,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,DOWNSTREAM_CONTROL_ONLY,Physical implementation status,STEP04 classification CONTROLLED; physical/API/RLS/runtime work remains downstream and cannot become semantic proof.,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.md,M03/M10/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED_DOWNSTREAM,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-177,M12-CI-010,M12,CONTROLLED,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,DOWNSTREAM_CONTROL_ONLY,Runtime status,STEP04 classification CONTROLLED; physical/API/RLS/runtime work remains downstream and cannot become semantic proof.,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.md,M03/M10/M11/M14,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED_DOWNSTREAM,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M12_FULL_REBUILD_CONTROLLED_v1.0.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-178,M13-CI-001,M13,RECONCILE,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,APPLY_STEP05_RESOLUTION,Provider Catalogue mutation = SUPERADMIN ONLY. Admin/Manager do not mutate catalogue. Agent cannot register arbitrary provider endpoint outside approved catalogue.,STEP05 FINAL v1.1 resolved M13-CI-001; exact reconciliation scope applied without global deletion/replacement.,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.md,M10/M09,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.zip,YES,YES,YES,YES,YES,PASS
STEP06-P-179,M13-CI-002,M13,RECONCILE,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,APPLY_STEP05_RESOLUTION,Agent/User owns own BYOK connection and may create/view/save/update/configure/rotate/replace/test/enable/disable/disconnect/delete/reconnect own connection without Admin/Manager approval; no sharing/delegation/transfer.,STEP05 FINAL v1.1 resolved M13-CI-002; exact reconciliation scope applied without global deletion/replacement.,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.md,M10/M09,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.zip,YES,YES,YES,YES,YES,PASS
STEP06-P-180,M13-CI-003,M13,PRESERVE,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,M10 authorization boundary,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.md,M10/M09,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-181,M13-CI-004,M13,CONTROLLED,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,DOWNSTREAM_CONTROL_ONLY,Physical/runtime implementation,STEP04 classification CONTROLLED; physical/API/RLS/runtime work remains downstream and cannot become semantic proof.,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0/RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.md,M10/M09,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED_DOWNSTREAM,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M13_FULL_REBUILD_CONTROLLED_v1.0.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-182,M14-CI-001,M14,PRESERVE,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,M14 commercial authority,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-183,M14-CI-002,M14,PRESERVE,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Payment belongs to M14,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-184,M14-CI-003,M14,PRESERVE,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Entitlement ≠ RBAC,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-185,M14-CI-004,M14,PRESERVE,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,PRESERVE_EXISTING_CORE_DETAIL,Quota is commercial capacity,STEP04 classification PRESERVE; no new semantic propagation required.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,RETAINED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-186,M14-CI-005,M14,AUGMENT,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_ADDITIVE_DETAIL,Eight approved commercial surfaces,STEP04 classification AUGMENT; validated module detail is additive and must not replace existing Core detail.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-187,M14-CI-006,M14,AUGMENT,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_ADDITIVE_DETAIL,Subscription lifecycle,STEP04 classification AUGMENT; validated module detail is additive and must not replace existing Core detail.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-188,M14-CI-007,M14,AUGMENT,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_ADDITIVE_DETAIL,Add-on lifecycle/validity,STEP04 classification AUGMENT; validated module detail is additive and must not replace existing Core detail.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-189,M14-CI-008,M14,AUGMENT,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_ADDITIVE_DETAIL,Promotion lifecycle,STEP04 classification AUGMENT; validated module detail is additive and must not replace existing Core detail.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-190,M14-CI-009,M14,AUGMENT,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_ADDITIVE_DETAIL,Immutable purchase snapshot,STEP04 classification AUGMENT; validated module detail is additive and must not replace existing Core detail.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-191,M14-CI-010,M14,AUGMENT,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_ADDITIVE_DETAIL,Order confirmation invariant,STEP04 classification AUGMENT; validated module detail is additive and must not replace existing Core detail.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-192,M14-CI-011,M14,AUGMENT,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_ADDITIVE_DETAIL,Trusted payment verification,STEP04 classification AUGMENT; validated module detail is additive and must not replace existing Core detail.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-193,M14-CI-012,M14,AUGMENT,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_ADDITIVE_DETAIL,Idempotent fulfillment,STEP04 classification AUGMENT; validated module detail is additive and must not replace existing Core detail.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
STEP06-P-194,M14-CI-013,M14,AUGMENT,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,NO_HEADING_DETECTED,CORE PRODUCT REQUIREMENTS AUTHORITY,01_GOVERNANCE/W4-02A.1_GOVERNANCE_CONSOLIDATION_FINAL_DECISION_AUTHORITY_v1.0.docx,ABSORB_ADDITIVE_DETAIL,Entitlement lifecycle,STEP04 classification AUGMENT; validated module detail is additive and must not replace existing Core detail.,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION/RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.md,M03/M04/M06/M10/M11/M15,Recon → STEP02/STEP01 authority/provenance → STEP03 Core mapping → STEP04 classification → STEP05 resolution where RECONCILE → STEP06 additive merge,ABSORBED,c2a7b6e4a77a08621a16048cba2f0f8641a3d073bc71dc4e4854634aa788aa34,RUMAHAGEN_WF03_M14_FULL_REBUILD_v2.2_CORE_DETAIL_PARITY_FULL_VERSION.zip,YES,NO,YES,YES,YES,PASS
