finding_id,module,classification,core_artifact_id,core_path,identity_basis,semantic_identity_key,exact_duplicate_key_count,duplicate_semantic_identity_detected,canonical_merge_unit,merge_behavior,source_detail_deleted,canonical_duplicate_created,related_detail_merged,result
M01-CI-001,M01,PRESERVE,CAM11-0034,14_FUNCTIONAL/W4-02A.6.18_FUNCTIONAL_SPECIFICATION_CURRENT_FUNCTIONAL_IMPLEMENTATION_CONTRACT_v2.1.md,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0034|M01|useridentityviewupdate,1,NO,CANON-CAM11-0034,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M12-CI-004,M12,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M12|orgadminactionpermissionboundary,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M12-CI-005,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M12|m12m03organizationcontextdependency,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M12-CI-006,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M12|m12m10authorizationdependency,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M12-CI-007,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M12|m12m11discoverydependency,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M12-CI-008,M12,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M12|m12m14commercialcontextdependency,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M12-CI-009,M12,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M12|physicalimplementationstatus,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M12-CI-010,M12,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M12|runtimestatus,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M13-CI-001,M13,RECONCILE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M13|providercataloguemutationsuperadminonlyadminmanagerdonotmutatecatalogueagentcannotregisterarbitraryproviderendpointoutsideapprovedcatalogue,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M13-CI-002,M13,RECONCILE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M13|agentuserownsownbyokconnectionandmaycreateviewsaveupdateconfigurerotatereplacetestenabledisabledisconnectdeletereconnectownconnectionwithoutadminmanagerapprovalnosharingdelegationtransfer,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M13-CI-003,M13,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M13|m10authorizationboundary,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M13-CI-004,M13,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M13|physicalruntimeimplementation,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M14-CI-001,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|m14commercialauthority,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M14-CI-002,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|paymentbelongstom14,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M14-CI-003,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|entitlementrbac,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M14-CI-004,M14,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|quotaiscommercialcapacity,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M14-CI-005,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|eightapprovedcommercialsurfaces,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-006,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|subscriptionlifecycle,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-007,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|addonlifecyclevalidity,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-008,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|promotionlifecycle,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-009,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|immutablepurchasesnapshot,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-010,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|orderconfirmationinvariant,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-011,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|trustedpaymentverification,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-012,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|idempotentfulfillment,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-013,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|entitlementlifecycle,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-014,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|quotacapacity,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-015,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|operationalpool,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-016,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|allocation,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-017,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|usage,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-018,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|refundchargeback,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-019,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|reconciliation,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M14-CI-020,M14,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M14|refreshallowance,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-01,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|m15authority,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M15-IA-02,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|titleawarddistinction,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M15-IA-03,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|qualificationevidence,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-04,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|partnerlearning,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-05,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|developerlearning,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-06,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|lifecycle,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M15-IA-07,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|actorrole,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M15-IA-08,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|permission,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-09,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|ownershipscope,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M15-IA-10,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|visibilitypresentation,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-11,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|approval,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-12,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|api,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-13,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|erd,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M15-IA-14,M15,PRESERVE,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|schema,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M15-IA-15,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|rbacrls,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-16,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|functional,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-17,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|technical,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-18,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|uiux,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-19,M15,AUGMENT,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|dependencies,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,YES,PASS
M15-IA-20,M15,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|physicalimplementation,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M15-IA-21,M15,CONTROLLED,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|runtime,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
M15-IA-22,M15,NO-PROPAGATION,CAM11-0014,07_PRD/W4-02A.6.11_PRD_CURRENT_PRODUCT_REQUIREMENTS_FULL_CONSOLIDATED_v2.1.docx,Core target + module authority + normalized semantic delta; related deltas consolidated under one target semantic surface,CAM11-0014|M15|production,1,NO,CANON-CAM11-0014,ONE_CANONICAL_REPRESENTATION; SOURCE_DETAIL_RETAINED_WITH_COMBINED_PROVENANCE,NO,NO,N/A,PASS
