constraint_id,scope,module,entity_or_table,attribute_or_columns,constraint_type,constraint_definition,status,authority,downstream_action
PHY-0372,PHYSICAL,CORE,payment_provider_results,idempotency_key,UNIQUE,idempotency_key VARCHAR(150) UNIQUE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0373,PHYSICAL,CORE,commercial_fulfillments,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0374,PHYSICAL,CORE,commercial_fulfillments,payment_transaction_id,FK,payment_transaction_id UUID NOT NULL REFERENCES payment_transactions(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0375,PHYSICAL,CORE,commercial_fulfillments,commercial_order_id,FK,commercial_order_id UUID NOT NULL REFERENCES commercial_orders(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0376,PHYSICAL,CORE,commercial_fulfillments,fulfillment_key,UNIQUE,fulfillment_key VARCHAR(150) UNIQUE NOT NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0377,PHYSICAL,CORE,commercial_fulfillments,idempotency_key,UNIQUE,idempotency_key VARCHAR(150) UNIQUE NOT NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0378,PHYSICAL,CORE,commercial_fulfillments,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0379,PHYSICAL,CORE,commercial_fulfillments,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0380,PHYSICAL,CORE,commercial_entitlements,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0381,PHYSICAL,CORE,commercial_entitlements,user_id,FK,user_id UUID REFERENCES users(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0382,PHYSICAL,CORE,commercial_entitlements,organization_id,FK,organization_id UUID REFERENCES organizations(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0383,PHYSICAL,CORE,commercial_entitlements,source_order_id,FK,source_order_id UUID REFERENCES commercial_orders(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0384,PHYSICAL,CORE,commercial_entitlements,source_payment_transaction_id,FK,source_payment_transaction_id UUID REFERENCES payment_transactions(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0385,PHYSICAL,CORE,commercial_entitlements,source_fulfillment_id,FK,source_fulfillment_id UUID REFERENCES commercial_fulfillments(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0386,PHYSICAL,CORE,commercial_entitlements,historical_source,DEFAULT,historical_source JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0387,PHYSICAL,CORE,commercial_entitlements,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0388,PHYSICAL,CORE,commercial_entitlements,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0389,PHYSICAL,CORE,quota_capacities,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0390,PHYSICAL,CORE,quota_capacities,entitlement_id,FK,entitlement_id UUID NOT NULL REFERENCES commercial_entitlements(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0391,PHYSICAL,CORE,quota_capacities,granted_quantity,CHECK,"granted_quantity NUMERIC(18,2) NOT NULL CHECK (granted_quantity >= 0)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0392,PHYSICAL,CORE,quota_capacities,remaining_projection,CHECK,"remaining_projection NUMERIC(18,2) CHECK (remaining_projection IS NULL OR remaining_projection >= 0)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0393,PHYSICAL,CORE,quota_capacities,configuration,DEFAULT,configuration JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0394,PHYSICAL,CORE,quota_capacities,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0395,PHYSICAL,CORE,quota_capacities,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0396,PHYSICAL,CORE,operational_quota_pools,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0397,PHYSICAL,CORE,operational_quota_pools,quota_capacity_id,FK,quota_capacity_id UUID NOT NULL REFERENCES quota_capacities(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0398,PHYSICAL,CORE,operational_quota_pools,user_id,FK,user_id UUID REFERENCES users(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0399,PHYSICAL,CORE,operational_quota_pools,organization_id,FK,organization_id UUID REFERENCES organizations(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0400,PHYSICAL,CORE,operational_quota_pools,operational_quantity,CHECK+DEFAULT,"operational_quantity NUMERIC(18,2) NOT NULL DEFAULT 0 CHECK (operational_quantity >= 0)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0401,PHYSICAL,CORE,operational_quota_pools,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0402,PHYSICAL,CORE,operational_quota_pools,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0403,PHYSICAL,CORE,quota_allocations,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0404,PHYSICAL,CORE,quota_allocations,operational_quota_pool_id,FK,operational_quota_pool_id UUID NOT NULL REFERENCES operational_quota_pools(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0405,PHYSICAL,CORE,quota_allocations,beneficiary_user_id,FK,beneficiary_user_id UUID REFERENCES users(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0406,PHYSICAL,CORE,quota_allocations,beneficiary_organization_id,FK,beneficiary_organization_id UUID REFERENCES organizations(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0407,PHYSICAL,CORE,quota_allocations,allocated_quantity,CHECK,"allocated_quantity NUMERIC(18,2) NOT NULL CHECK (allocated_quantity >= 0)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0408,PHYSICAL,CORE,quota_allocations,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0409,PHYSICAL,CORE,quota_allocations,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0410,PHYSICAL,CORE,quota_usage,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0411,PHYSICAL,CORE,quota_usage,quota_allocation_id,FK,quota_allocation_id UUID REFERENCES quota_allocations(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0412,PHYSICAL,CORE,quota_usage,operational_quota_pool_id,FK,operational_quota_pool_id UUID NOT NULL REFERENCES operational_quota_pools(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0413,PHYSICAL,CORE,quota_usage,consumed_quantity,CHECK,"consumed_quantity NUMERIC(18,2) NOT NULL CHECK (consumed_quantity > 0)",PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0414,PHYSICAL,CORE,quota_usage,usage_at,DEFAULT,usage_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0415,PHYSICAL,CORE,quota_usage,idempotency_key,UNIQUE,idempotency_key VARCHAR(150) UNIQUE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0416,PHYSICAL,CORE,quota_usage,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0417,PHYSICAL,CORE,reconciliation_cases,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0418,PHYSICAL,CORE,reconciliation_cases,case_number,UNIQUE,case_number VARCHAR(100) UNIQUE NOT NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0419,PHYSICAL,CORE,reconciliation_cases,payment_transaction_id,FK,payment_transaction_id UUID REFERENCES payment_transactions(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0420,PHYSICAL,CORE,reconciliation_cases,commercial_order_id,FK,commercial_order_id UUID REFERENCES commercial_orders(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0421,PHYSICAL,CORE,reconciliation_cases,fulfillment_id,FK,fulfillment_id UUID REFERENCES commercial_fulfillments(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0422,PHYSICAL,CORE,reconciliation_cases,entitlement_id,FK,entitlement_id UUID REFERENCES commercial_entitlements(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0423,PHYSICAL,CORE,reconciliation_cases,evidence,DEFAULT,evidence JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0424,PHYSICAL,CORE,reconciliation_cases,opened_at,DEFAULT,opened_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0425,PHYSICAL,CORE,reconciliation_cases,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0426,PHYSICAL,CORE,reconciliation_cases,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0427,PHYSICAL,CORE,title_definitions,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0428,PHYSICAL,CORE,title_definitions,code,UNIQUE,code VARCHAR(100) UNIQUE NOT NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0429,PHYSICAL,CORE,title_definitions,status,DEFAULT,status TEXT NOT NULL DEFAULT 'active',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0430,PHYSICAL,CORE,title_definitions,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0431,PHYSICAL,CORE,title_definitions,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0432,PHYSICAL,CORE,title_authority_scopes,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0433,PHYSICAL,CORE,title_authority_scopes,title_definition_id,FK,title_definition_id UUID NOT NULL REFERENCES title_definitions(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0434,PHYSICAL,CORE,title_authority_scopes,status,DEFAULT,status TEXT NOT NULL DEFAULT 'active',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0435,PHYSICAL,CORE,title_authority_scopes,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0436,PHYSICAL,CORE,awarding_paths,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0437,PHYSICAL,CORE,awarding_paths,title_definition_id,FK,title_definition_id UUID NOT NULL REFERENCES title_definitions(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0438,PHYSICAL,CORE,awarding_paths,status,DEFAULT,status TEXT NOT NULL DEFAULT 'active',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0439,PHYSICAL,CORE,awarding_paths,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0440,PHYSICAL,CORE,awarding_paths,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0441,PHYSICAL,CORE,awarding_path_versions,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0442,PHYSICAL,CORE,awarding_path_versions,awarding_path_id,FK,awarding_path_id UUID NOT NULL REFERENCES awarding_paths(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0443,PHYSICAL,CORE,awarding_path_versions,status,DEFAULT,status TEXT NOT NULL DEFAULT 'draft',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0444,PHYSICAL,CORE,awarding_path_versions,definition_snapshot,DEFAULT,definition_snapshot JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0445,PHYSICAL,CORE,awarding_path_versions,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0446,PHYSICAL,CORE,awarding_path_versions,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0447,PHYSICAL,CORE,awarding_rule_versions,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0448,PHYSICAL,CORE,awarding_rule_versions,status,DEFAULT,status TEXT NOT NULL DEFAULT 'draft',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0449,PHYSICAL,CORE,awarding_rule_versions,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0450,PHYSICAL,CORE,awarding_rule_versions,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0451,PHYSICAL,CORE,awarding_path_rules,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0452,PHYSICAL,CORE,awarding_path_rules,awarding_path_version_id,FK,awarding_path_version_id UUID NOT NULL REFERENCES awarding_path_versions(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0453,PHYSICAL,CORE,awarding_path_rules,awarding_rule_version_id,FK,awarding_rule_version_id UUID NOT NULL REFERENCES awarding_rule_versions(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0454,PHYSICAL,CORE,awarding_path_rules,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0455,PHYSICAL,CORE,awarding_condition_groups,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0456,PHYSICAL,CORE,awarding_condition_groups,awarding_rule_version_id,FK,awarding_rule_version_id UUID NOT NULL REFERENCES awarding_rule_versions(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0457,PHYSICAL,CORE,awarding_condition_groups,group_operator,DEFAULT,group_operator TEXT NOT NULL DEFAULT 'AND',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0458,PHYSICAL,CORE,awarding_condition_groups,sequence_no,CHECK+DEFAULT,sequence_no INT NOT NULL DEFAULT 0 CHECK (sequence_no >= 0),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0459,PHYSICAL,CORE,awarding_condition_groups,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0460,PHYSICAL,CORE,awarding_conditions,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0461,PHYSICAL,CORE,awarding_conditions,condition_group_id,FK,condition_group_id UUID NOT NULL REFERENCES awarding_condition_groups(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0462,PHYSICAL,CORE,awarding_conditions,sequence_no,CHECK+DEFAULT,sequence_no INT NOT NULL DEFAULT 0 CHECK (sequence_no >= 0),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0463,PHYSICAL,CORE,awarding_conditions,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0464,PHYSICAL,CORE,awarding_prerequisites,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0465,PHYSICAL,CORE,awarding_prerequisites,awarding_path_version_id,FK,awarding_path_version_id UUID NOT NULL REFERENCES awarding_path_versions(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0466,PHYSICAL,CORE,awarding_prerequisites,requirement_definition,DEFAULT,requirement_definition JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0467,PHYSICAL,CORE,awarding_prerequisites,sequence_no,CHECK+DEFAULT,sequence_no INT NOT NULL DEFAULT 0 CHECK (sequence_no >= 0),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0468,PHYSICAL,CORE,awarding_prerequisites,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0469,PHYSICAL,CORE,qualification_evidence,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0470,PHYSICAL,CORE,qualification_evidence,user_id,FK,user_id UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0471,PHYSICAL,CORE,qualification_evidence,captured_at,DEFAULT,captured_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0472,PHYSICAL,CORE,qualification_evidence,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0473,PHYSICAL,CORE,qualification_evaluations,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0474,PHYSICAL,CORE,qualification_evaluations,user_id,FK,user_id UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0475,PHYSICAL,CORE,qualification_evaluations,awarding_path_version_id,FK,awarding_path_version_id UUID NOT NULL REFERENCES awarding_path_versions(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0476,PHYSICAL,CORE,qualification_evaluations,awarding_rule_version_id,FK,awarding_rule_version_id UUID NOT NULL REFERENCES awarding_rule_versions(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0477,PHYSICAL,CORE,qualification_evaluations,evaluation_time,DEFAULT,evaluation_time TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0478,PHYSICAL,CORE,qualification_evaluations,provenance,DEFAULT,provenance JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0479,PHYSICAL,CORE,qualification_evaluations,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0480,PHYSICAL,CORE,award_instances,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0481,PHYSICAL,CORE,award_instances,user_id,FK,user_id UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0482,PHYSICAL,CORE,award_instances,title_definition_id,FK,title_definition_id UUID NOT NULL REFERENCES title_definitions(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0483,PHYSICAL,CORE,award_instances,awarding_path_version_id,FK,awarding_path_version_id UUID NOT NULL REFERENCES awarding_path_versions(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0484,PHYSICAL,CORE,award_instances,awarding_rule_version_id,FK,awarding_rule_version_id UUID NOT NULL REFERENCES awarding_rule_versions(id) ON DELETE RESTRICT,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0485,PHYSICAL,CORE,award_instances,qualification_evaluation_id,FK,qualification_evaluation_id UUID REFERENCES qualification_evaluations(id) ON DELETE SET NULL,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0486,PHYSICAL,CORE,award_instances,status,DEFAULT,status TEXT NOT NULL DEFAULT 'active',PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0487,PHYSICAL,CORE,award_instances,issued_at,DEFAULT,issued_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0488,PHYSICAL,CORE,award_instances,historical_snapshot,DEFAULT,historical_snapshot JSONB NOT NULL DEFAULT '{}'::jsonb,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0489,PHYSICAL,CORE,award_instances,created_at,DEFAULT,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0490,PHYSICAL,CORE,award_instances,updated_at,DEFAULT,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0491,PHYSICAL,CORE,award_qualifying_paths,id,PK+DEFAULT,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
PHY-0492,PHYSICAL,CORE,award_qualifying_paths,award_instance_id,FK,award_instance_id UUID NOT NULL REFERENCES award_instances(id) ON DELETE CASCADE,PHYSICAL_PROVEN_CURRENT_SCHEMA,W4-01E canonical SQL,NONE
