logical_entity,module,authority_version,logical_attribute,logical_data_type,representation,logical_data_meaning,physical_table,physical_column,physical_data_type,nullable_required,pk,fk,unique,default,physical_check,physical_definition,mapping_status,conflict_or_gap,downstream_action,note,reconciliation_status,reconciliation_basis,physical_boundary_status
RECONCILIATION_CASES,M09,v1.1,resolution_metadata,JSONB,PHYSICAL_CORROBORATION,,reconciliation_cases,resolution_metadata,JSONB,YES,NO,NO,NO,,NO,resolution_metadata JSONB,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
RECONCILIATION_CASES,M09,v1.1,opened_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,reconciliation_cases,opened_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,opened_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
RECONCILIATION_CASES,M09,v1.1,resolved_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,reconciliation_cases,resolved_at,TIMESTAMPTZ,YES,NO,NO,NO,,NO,resolved_at TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
RECONCILIATION_CASES,M09,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,reconciliation_cases,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
RECONCILIATION_CASES,M09,v1.1,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,reconciliation_cases,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_DEFINITIONS,M15,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,title_definitions,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_DEFINITIONS,M15,v1.1,code,VARCHAR(100),PHYSICAL_CORROBORATION,NOT NULL; UNIQUE,title_definitions,code,VARCHAR(100),NO,NO,NO,YES,,NO,code VARCHAR(100) UNIQUE NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_DEFINITIONS,M15,v1.1,name,VARCHAR(200),PHYSICAL_CORROBORATION,NOT NULL,title_definitions,name,VARCHAR(200),NO,NO,NO,NO,,NO,name VARCHAR(200) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_DEFINITIONS,M15,v1.1,description,TEXT,PHYSICAL_CORROBORATION,,title_definitions,description,TEXT,YES,NO,NO,NO,,NO,description TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_DEFINITIONS,M15,v1.1,status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,title_definitions,status,TEXT,NO,NO,NO,NO,'active',NO,status TEXT NOT NULL DEFAULT 'active',PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_DEFINITIONS,M15,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,title_definitions,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_DEFINITIONS,M15,v1.1,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,title_definitions,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_AUTHORITY_SCOPES,M15,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,title_authority_scopes,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_AUTHORITY_SCOPES,M15,v1.1,title_definition_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→title_definitions.id,title_authority_scopes,title_definition_id,UUID,NO,NO,YES,NO,,NO,title_definition_id UUID NOT NULL REFERENCES title_definitions(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_AUTHORITY_SCOPES,M15,v1.1,scope_type,VARCHAR(100),PHYSICAL_CORROBORATION,NOT NULL,title_authority_scopes,scope_type,VARCHAR(100),NO,NO,NO,NO,,NO,scope_type VARCHAR(100) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_AUTHORITY_SCOPES,M15,v1.1,scope_reference,TEXT,PHYSICAL_CORROBORATION,,title_authority_scopes,scope_reference,TEXT,YES,NO,NO,NO,,NO,scope_reference TEXT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_AUTHORITY_SCOPES,M15,v1.1,status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,title_authority_scopes,status,TEXT,NO,NO,NO,NO,'active',NO,status TEXT NOT NULL DEFAULT 'active',PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
TITLE_AUTHORITY_SCOPES,M15,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,title_authority_scopes,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATHS,M15,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,awarding_paths,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATHS,M15,v1.1,title_definition_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→title_definitions.id,awarding_paths,title_definition_id,UUID,NO,NO,YES,NO,,NO,title_definition_id UUID NOT NULL REFERENCES title_definitions(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATHS,M15,v1.1,code,VARCHAR(100),PHYSICAL_CORROBORATION,NOT NULL,awarding_paths,code,VARCHAR(100),NO,NO,NO,NO,,NO,code VARCHAR(100) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATHS,M15,v1.1,name,VARCHAR(200),PHYSICAL_CORROBORATION,NOT NULL,awarding_paths,name,VARCHAR(200),NO,NO,NO,NO,,NO,name VARCHAR(200) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATHS,M15,v1.1,status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,awarding_paths,status,TEXT,NO,NO,NO,NO,'active',NO,status TEXT NOT NULL DEFAULT 'active',PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATHS,M15,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,awarding_paths,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATHS,M15,v1.1,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,awarding_paths,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_VERSIONS,M15,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,awarding_path_versions,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_VERSIONS,M15,v1.1,awarding_path_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→awarding_paths.id,awarding_path_versions,awarding_path_id,UUID,NO,NO,YES,NO,,NO,awarding_path_id UUID NOT NULL REFERENCES awarding_paths(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_VERSIONS,M15,v1.1,version_no,INT,PHYSICAL_CORROBORATION,NOT NULL,awarding_path_versions,version_no,INT,NO,NO,NO,NO,,NO,version_no INT NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_VERSIONS,M15,v1.1,status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,awarding_path_versions,status,TEXT,NO,NO,NO,NO,'draft',NO,status TEXT NOT NULL DEFAULT 'draft',PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_VERSIONS,M15,v1.1,effective_from,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,awarding_path_versions,effective_from,TIMESTAMPTZ,YES,NO,NO,NO,,NO,effective_from TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_VERSIONS,M15,v1.1,effective_to,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,awarding_path_versions,effective_to,TIMESTAMPTZ,YES,NO,NO,NO,,NO,effective_to TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_VERSIONS,M15,v1.1,definition_snapshot,JSONB,PHYSICAL_CORROBORATION,NOT NULL,awarding_path_versions,definition_snapshot,JSONB,NO,NO,NO,NO,'{}'::jsonb,NO,definition_snapshot JSONB NOT NULL DEFAULT '{}'::jsonb,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_VERSIONS,M15,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,awarding_path_versions,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_VERSIONS,M15,v1.1,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,awarding_path_versions,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_RULE_VERSIONS,M15,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,awarding_rule_versions,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_RULE_VERSIONS,M15,v1.1,rule_code,VARCHAR(100),PHYSICAL_CORROBORATION,NOT NULL,awarding_rule_versions,rule_code,VARCHAR(100),NO,NO,NO,NO,,NO,rule_code VARCHAR(100) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_RULE_VERSIONS,M15,v1.1,version_no,INT,PHYSICAL_CORROBORATION,NOT NULL,awarding_rule_versions,version_no,INT,NO,NO,NO,NO,,NO,version_no INT NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_RULE_VERSIONS,M15,v1.1,status,TEXT,PHYSICAL_CORROBORATION,NOT NULL,awarding_rule_versions,status,TEXT,NO,NO,NO,NO,'draft',NO,status TEXT NOT NULL DEFAULT 'draft',PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_RULE_VERSIONS,M15,v1.1,effective_from,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,awarding_rule_versions,effective_from,TIMESTAMPTZ,YES,NO,NO,NO,,NO,effective_from TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_RULE_VERSIONS,M15,v1.1,effective_to,TIMESTAMPTZ,PHYSICAL_CORROBORATION,,awarding_rule_versions,effective_to,TIMESTAMPTZ,YES,NO,NO,NO,,NO,effective_to TIMESTAMPTZ,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_RULE_VERSIONS,M15,v1.1,rule_definition,JSONB,PHYSICAL_CORROBORATION,NOT NULL,awarding_rule_versions,rule_definition,JSONB,NO,NO,NO,NO,,NO,rule_definition JSONB NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_RULE_VERSIONS,M15,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,awarding_rule_versions,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_RULE_VERSIONS,M15,v1.1,updated_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,awarding_rule_versions,updated_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,updated_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_RULES,M15,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,awarding_path_rules,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_RULES,M15,v1.1,awarding_path_version_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→awarding_path_versions.id,awarding_path_rules,awarding_path_version_id,UUID,NO,NO,YES,NO,,NO,awarding_path_version_id UUID NOT NULL REFERENCES awarding_path_versions(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_RULES,M15,v1.1,awarding_rule_version_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→awarding_rule_versions.id,awarding_path_rules,awarding_rule_version_id,UUID,NO,NO,YES,NO,,NO,awarding_rule_version_id UUID NOT NULL REFERENCES awarding_rule_versions(id) ON DELETE RESTRICT,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PATH_RULES,M15,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,awarding_path_rules,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITION_GROUPS,M15,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,awarding_condition_groups,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITION_GROUPS,M15,v1.1,awarding_rule_version_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→awarding_rule_versions.id,awarding_condition_groups,awarding_rule_version_id,UUID,NO,NO,YES,NO,,NO,awarding_rule_version_id UUID NOT NULL REFERENCES awarding_rule_versions(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITION_GROUPS,M15,v1.1,group_operator,TEXT,PHYSICAL_CORROBORATION,NOT NULL,awarding_condition_groups,group_operator,TEXT,NO,NO,NO,NO,'AND',NO,group_operator TEXT NOT NULL DEFAULT 'AND',PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITION_GROUPS,M15,v1.1,sequence_no,INT,PHYSICAL_CORROBORATION,NOT NULL,awarding_condition_groups,sequence_no,INT,NO,NO,NO,NO,0,YES,sequence_no INT NOT NULL DEFAULT 0 CHECK (sequence_no >= 0),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITION_GROUPS,M15,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,awarding_condition_groups,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITIONS,M15,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,awarding_conditions,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITIONS,M15,v1.1,condition_group_id,UUID,PHYSICAL_CORROBORATION,NOT NULL; FK→awarding_condition_groups.id,awarding_conditions,condition_group_id,UUID,NO,NO,YES,NO,,NO,condition_group_id UUID NOT NULL REFERENCES awarding_condition_groups(id) ON DELETE CASCADE,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITIONS,M15,v1.1,condition_type,VARCHAR(100),PHYSICAL_CORROBORATION,NOT NULL,awarding_conditions,condition_type,VARCHAR(100),NO,NO,NO,NO,,NO,condition_type VARCHAR(100) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITIONS,M15,v1.1,operator,VARCHAR(50),PHYSICAL_CORROBORATION,NOT NULL,awarding_conditions,operator,VARCHAR(50),NO,NO,NO,NO,,NO,operator VARCHAR(50) NOT NULL,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITIONS,M15,v1.1,expected_value,JSONB,PHYSICAL_CORROBORATION,,awarding_conditions,expected_value,JSONB,YES,NO,NO,NO,,NO,expected_value JSONB,PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITIONS,M15,v1.1,sequence_no,INT,PHYSICAL_CORROBORATION,NOT NULL,awarding_conditions,sequence_no,INT,NO,NO,NO,NO,0,YES,sequence_no INT NOT NULL DEFAULT 0 CHECK (sequence_no >= 0),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_CONDITIONS,M15,v1.1,created_at,TIMESTAMPTZ,PHYSICAL_CORROBORATION,NOT NULL,awarding_conditions,created_at,TIMESTAMPTZ,NO,NO,NO,NO,now(),NO,created_at TIMESTAMPTZ NOT NULL DEFAULT now(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
AWARDING_PREREQUISITES,M15,v1.1,id,UUID,PHYSICAL_CORROBORATION,PK,awarding_prerequisites,id,UUID,YES,YES,NO,NO,gen_random_uuid(),NO,id UUID PRIMARY KEY DEFAULT gen_random_uuid(),PRESERVE_EXACT_PHYSICAL_CORROBORATION,NONE,PRESERVE,Exact logical attribute ↔ physical column.,PASS,A1/A2 accepted logical baseline + B Dictionary row closure,PHYSICAL CORROBORATION ONLY
